name	number_unique_genes	number_multiple_genes	number_multiple_unique_genes	number_missing_genes	list_unique_genes	list_multiple_genes	list_multiple_unique_genes	list_missing_genes
bin.242	25	0	0	97	PF00410.20,PF00466.21,PF00687.22,PF01000.27,PF02978.20,PF13685.7,TIGR00042,TIGR00064,TIGR00336,TIGR00337,TIGR00389,TIGR00392,TIGR00398,TIGR00408,TIGR00422,TIGR00442,TIGR00456,TIGR00468,TIGR00490,TIGR00521,TIGR00670,TIGR00936,TIGR01060,TIGR02258,TIGR02651			PF00368.19,PF00827.18,PF00900.21,PF01015.19,PF01090.20,PF01092.20,PF01157.19,PF01191.20,PF01194.18,PF01198.20,PF01200.19,PF01269.18,PF01280.21,PF01282.20,PF01496.20,PF01655.19,PF01798.19,PF01864.18,PF01866.18,PF01868.17,PF01984.21,PF01990.18,PF02006.17,PF03874.17,PF04019.13,PF04104.15,PF04919.13,PF07541.13,PF13656.7,TIGR00021,TIGR00037,TIGR00111,TIGR00134,TIGR00240,TIGR00264,TIGR00270,TIGR00279,TIGR00283,TIGR00291,TIGR00293,TIGR00307,TIGR00308,TIGR00323,TIGR00324,TIGR00335,TIGR00373,TIGR00405,TIGR00425,TIGR00432,TIGR00448,TIGR00458,TIGR00463,TIGR00471,TIGR00491,TIGR00501,TIGR00522,TIGR00549,TIGR00658,TIGR00729,TIGR00982,TIGR01008,TIGR01012,TIGR01018,TIGR01020,TIGR01025,TIGR01028,TIGR01038,TIGR01046,TIGR01052,TIGR01077,TIGR01080,TIGR01213,TIGR01309,TIGR01952,TIGR02076,TIGR02153,TIGR02236,TIGR02338,TIGR02389,TIGR02390,TIGR03626,TIGR03627,TIGR03628,TIGR03629,TIGR03636,TIGR03653,TIGR03665,TIGR03670,TIGR03671,TIGR03672,TIGR03673,TIGR03674,TIGR03677,TIGR03680,TIGR03683,TIGR03684,TIGR03722
bin.243	19	1	0	102	PF00410.20,PF00466.21,PF00687.22,PF01000.27,TIGR00042,TIGR00336,TIGR00337,TIGR00392,TIGR00398,TIGR00422,TIGR00442,TIGR00456,TIGR00468,TIGR00521,TIGR00658,TIGR00670,TIGR00936,TIGR01060,TIGR02258	PF13685.7		PF00368.19,PF00827.18,PF00900.21,PF01015.19,PF01090.20,PF01092.20,PF01157.19,PF01191.20,PF01194.18,PF01198.20,PF01200.19,PF01269.18,PF01280.21,PF01282.20,PF01496.20,PF01655.19,PF01798.19,PF01864.18,PF01866.18,PF01868.17,PF01984.21,PF01990.18,PF02006.17,PF02978.20,PF03874.17,PF04019.13,PF04104.15,PF04919.13,PF07541.13,PF13656.7,TIGR00021,TIGR00037,TIGR00064,TIGR00111,TIGR00134,TIGR00240,TIGR00264,TIGR00270,TIGR00279,TIGR00283,TIGR00291,TIGR00293,TIGR00307,TIGR00308,TIGR00323,TIGR00324,TIGR00335,TIGR00373,TIGR00389,TIGR00405,TIGR00408,TIGR00425,TIGR00432,TIGR00448,TIGR00458,TIGR00463,TIGR00471,TIGR00490,TIGR00491,TIGR00501,TIGR00522,TIGR00549,TIGR00729,TIGR00982,TIGR01008,TIGR01012,TIGR01018,TIGR01020,TIGR01025,TIGR01028,TIGR01038,TIGR01046,TIGR01052,TIGR01077,TIGR01080,TIGR01213,TIGR01309,TIGR01952,TIGR02076,TIGR02153,TIGR02236,TIGR02338,TIGR02389,TIGR02390,TIGR02651,TIGR03626,TIGR03627,TIGR03628,TIGR03629,TIGR03636,TIGR03653,TIGR03665,TIGR03670,TIGR03671,TIGR03672,TIGR03673,TIGR03674,TIGR03677,TIGR03680,TIGR03683,TIGR03684,TIGR03722
bin.244	27	0	0	95	PF00368.19,PF00410.20,PF00466.21,PF00687.22,PF01000.27,PF02978.20,PF13685.7,TIGR00042,TIGR00064,TIGR00134,TIGR00336,TIGR00337,TIGR00389,TIGR00392,TIGR00398,TIGR00422,TIGR00442,TIGR00456,TIGR00468,TIGR00521,TIGR00549,TIGR00658,TIGR00670,TIGR00936,TIGR01060,TIGR02153,TIGR02258			PF00827.18,PF00900.21,PF01015.19,PF01090.20,PF01092.20,PF01157.19,PF01191.20,PF01194.18,PF01198.20,PF01200.19,PF01269.18,PF01280.21,PF01282.20,PF01496.20,PF01655.19,PF01798.19,PF01864.18,PF01866.18,PF01868.17,PF01984.21,PF01990.18,PF02006.17,PF03874.17,PF04019.13,PF04104.15,PF04919.13,PF07541.13,PF13656.7,TIGR00021,TIGR00037,TIGR00111,TIGR00240,TIGR00264,TIGR00270,TIGR00279,TIGR00283,TIGR00291,TIGR00293,TIGR00307,TIGR00308,TIGR00323,TIGR00324,TIGR00335,TIGR00373,TIGR00405,TIGR00408,TIGR00425,TIGR00432,TIGR00448,TIGR00458,TIGR00463,TIGR00471,TIGR00490,TIGR00491,TIGR00501,TIGR00522,TIGR00729,TIGR00982,TIGR01008,TIGR01012,TIGR01018,TIGR01020,TIGR01025,TIGR01028,TIGR01038,TIGR01046,TIGR01052,TIGR01077,TIGR01080,TIGR01213,TIGR01309,TIGR01952,TIGR02076,TIGR02236,TIGR02338,TIGR02389,TIGR02390,TIGR02651,TIGR03626,TIGR03627,TIGR03628,TIGR03629,TIGR03636,TIGR03653,TIGR03665,TIGR03670,TIGR03671,TIGR03672,TIGR03673,TIGR03674,TIGR03677,TIGR03680,TIGR03683,TIGR03684,TIGR03722
bin.245	19	2	0	101	PF00410.20,PF00466.21,PF00687.22,PF01000.27,PF02978.20,PF13685.7,TIGR00021,TIGR00064,TIGR00336,TIGR00389,TIGR00392,TIGR00398,TIGR00422,TIGR00456,TIGR00468,TIGR00670,TIGR00936,TIGR01052,TIGR01060	TIGR00042,TIGR00337		PF00368.19,PF00827.18,PF00900.21,PF01015.19,PF01090.20,PF01092.20,PF01157.19,PF01191.20,PF01194.18,PF01198.20,PF01200.19,PF01269.18,PF01280.21,PF01282.20,PF01496.20,PF01655.19,PF01798.19,PF01864.18,PF01866.18,PF01868.17,PF01984.21,PF01990.18,PF02006.17,PF03874.17,PF04019.13,PF04104.15,PF04919.13,PF07541.13,PF13656.7,TIGR00037,TIGR00111,TIGR00134,TIGR00240,TIGR00264,TIGR00270,TIGR00279,TIGR00283,TIGR00291,TIGR00293,TIGR00307,TIGR00308,TIGR00323,TIGR00324,TIGR00335,TIGR00373,TIGR00405,TIGR00408,TIGR00425,TIGR00432,TIGR00442,TIGR00448,TIGR00458,TIGR00463,TIGR00471,TIGR00490,TIGR00491,TIGR00501,TIGR00521,TIGR00522,TIGR00549,TIGR00658,TIGR00729,TIGR00982,TIGR01008,TIGR01012,TIGR01018,TIGR01020,TIGR01025,TIGR01028,TIGR01038,TIGR01046,TIGR01077,TIGR01080,TIGR01213,TIGR01309,TIGR01952,TIGR02076,TIGR02153,TIGR02236,TIGR02258,TIGR02338,TIGR02389,TIGR02390,TIGR02651,TIGR03626,TIGR03627,TIGR03628,TIGR03629,TIGR03636,TIGR03653,TIGR03665,TIGR03670,TIGR03671,TIGR03672,TIGR03673,TIGR03674,TIGR03677,TIGR03680,TIGR03683,TIGR03684,TIGR03722
bin.246	21	1	0	100	PF00410.20,PF00466.21,PF00687.22,PF01000.27,PF02978.20,TIGR00042,TIGR00064,TIGR00337,TIGR00392,TIGR00398,TIGR00422,TIGR00442,TIGR00456,TIGR00468,TIGR00521,TIGR00658,TIGR00670,TIGR00936,TIGR01060,TIGR02258,TIGR02651	PF13685.7		PF00368.19,PF00827.18,PF00900.21,PF01015.19,PF01090.20,PF01092.20,PF01157.19,PF01191.20,PF01194.18,PF01198.20,PF01200.19,PF01269.18,PF01280.21,PF01282.20,PF01496.20,PF01655.19,PF01798.19,PF01864.18,PF01866.18,PF01868.17,PF01984.21,PF01990.18,PF02006.17,PF03874.17,PF04019.13,PF04104.15,PF04919.13,PF07541.13,PF13656.7,TIGR00021,TIGR00037,TIGR00111,TIGR00134,TIGR00240,TIGR00264,TIGR00270,TIGR00279,TIGR00283,TIGR00291,TIGR00293,TIGR00307,TIGR00308,TIGR00323,TIGR00324,TIGR00335,TIGR00336,TIGR00373,TIGR00389,TIGR00405,TIGR00408,TIGR00425,TIGR00432,TIGR00448,TIGR00458,TIGR00463,TIGR00471,TIGR00490,TIGR00491,TIGR00501,TIGR00522,TIGR00549,TIGR00729,TIGR00982,TIGR01008,TIGR01012,TIGR01018,TIGR01020,TIGR01025,TIGR01028,TIGR01038,TIGR01046,TIGR01052,TIGR01077,TIGR01080,TIGR01213,TIGR01309,TIGR01952,TIGR02076,TIGR02153,TIGR02236,TIGR02338,TIGR02389,TIGR02390,TIGR03626,TIGR03627,TIGR03628,TIGR03629,TIGR03636,TIGR03653,TIGR03665,TIGR03670,TIGR03671,TIGR03672,TIGR03673,TIGR03674,TIGR03677,TIGR03680,TIGR03683,TIGR03684,TIGR03722
bin.247	23	4	0	95	PF00410.20,PF00466.21,PF00687.22,PF01000.27,PF02978.20,TIGR00021,TIGR00042,TIGR00064,TIGR00336,TIGR00337,TIGR00392,TIGR00408,TIGR00422,TIGR00442,TIGR00456,TIGR00458,TIGR00468,TIGR00490,TIGR00521,TIGR00658,TIGR00670,TIGR01060,TIGR02258	PF01496.20,PF01990.18,PF13685.7,TIGR00398		PF00368.19,PF00827.18,PF00900.21,PF01015.19,PF01090.20,PF01092.20,PF01157.19,PF01191.20,PF01194.18,PF01198.20,PF01200.19,PF01269.18,PF01280.21,PF01282.20,PF01655.19,PF01798.19,PF01864.18,PF01866.18,PF01868.17,PF01984.21,PF02006.17,PF03874.17,PF04019.13,PF04104.15,PF04919.13,PF07541.13,PF13656.7,TIGR00037,TIGR00111,TIGR00134,TIGR00240,TIGR00264,TIGR00270,TIGR00279,TIGR00283,TIGR00291,TIGR00293,TIGR00307,TIGR00308,TIGR00323,TIGR00324,TIGR00335,TIGR00373,TIGR00389,TIGR00405,TIGR00425,TIGR00432,TIGR00448,TIGR00463,TIGR00471,TIGR00491,TIGR00501,TIGR00522,TIGR00549,TIGR00729,TIGR00936,TIGR00982,TIGR01008,TIGR01012,TIGR01018,TIGR01020,TIGR01025,TIGR01028,TIGR01038,TIGR01046,TIGR01052,TIGR01077,TIGR01080,TIGR01213,TIGR01309,TIGR01952,TIGR02076,TIGR02153,TIGR02236,TIGR02338,TIGR02389,TIGR02390,TIGR02651,TIGR03626,TIGR03627,TIGR03628,TIGR03629,TIGR03636,TIGR03653,TIGR03665,TIGR03670,TIGR03671,TIGR03672,TIGR03673,TIGR03674,TIGR03677,TIGR03680,TIGR03683,TIGR03684,TIGR03722
bin.248	22	1	0	99	PF00410.20,PF00466.21,PF00687.22,PF01000.27,PF02978.20,TIGR00042,TIGR00064,TIGR00336,TIGR00337,TIGR00392,TIGR00398,TIGR00422,TIGR00442,TIGR00456,TIGR00463,TIGR00468,TIGR00521,TIGR00658,TIGR00670,TIGR00936,TIGR01060,TIGR02258	PF13685.7		PF00368.19,PF00827.18,PF00900.21,PF01015.19,PF01090.20,PF01092.20,PF01157.19,PF01191.20,PF01194.18,PF01198.20,PF01200.19,PF01269.18,PF01280.21,PF01282.20,PF01496.20,PF01655.19,PF01798.19,PF01864.18,PF01866.18,PF01868.17,PF01984.21,PF01990.18,PF02006.17,PF03874.17,PF04019.13,PF04104.15,PF04919.13,PF07541.13,PF13656.7,TIGR00021,TIGR00037,TIGR00111,TIGR00134,TIGR00240,TIGR00264,TIGR00270,TIGR00279,TIGR00283,TIGR00291,TIGR00293,TIGR00307,TIGR00308,TIGR00323,TIGR00324,TIGR00335,TIGR00373,TIGR00389,TIGR00405,TIGR00408,TIGR00425,TIGR00432,TIGR00448,TIGR00458,TIGR00471,TIGR00490,TIGR00491,TIGR00501,TIGR00522,TIGR00549,TIGR00729,TIGR00982,TIGR01008,TIGR01012,TIGR01018,TIGR01020,TIGR01025,TIGR01028,TIGR01038,TIGR01046,TIGR01052,TIGR01077,TIGR01080,TIGR01213,TIGR01309,TIGR01952,TIGR02076,TIGR02153,TIGR02236,TIGR02338,TIGR02389,TIGR02390,TIGR02651,TIGR03626,TIGR03627,TIGR03628,TIGR03629,TIGR03636,TIGR03653,TIGR03665,TIGR03670,TIGR03671,TIGR03672,TIGR03673,TIGR03674,TIGR03677,TIGR03680,TIGR03683,TIGR03684,TIGR03722
bin.249	21	2	0	99	PF00368.19,PF00410.20,PF00466.21,PF00687.22,PF01000.27,PF01864.18,PF13685.7,TIGR00042,TIGR00336,TIGR00337,TIGR00392,TIGR00398,TIGR00422,TIGR00442,TIGR00456,TIGR00468,TIGR00658,TIGR00670,TIGR00936,TIGR01060,TIGR02258	PF01496.20,PF01990.18		PF00827.18,PF00900.21,PF01015.19,PF01090.20,PF01092.20,PF01157.19,PF01191.20,PF01194.18,PF01198.20,PF01200.19,PF01269.18,PF01280.21,PF01282.20,PF01655.19,PF01798.19,PF01866.18,PF01868.17,PF01984.21,PF02006.17,PF02978.20,PF03874.17,PF04019.13,PF04104.15,PF04919.13,PF07541.13,PF13656.7,TIGR00021,TIGR00037,TIGR00064,TIGR00111,TIGR00134,TIGR00240,TIGR00264,TIGR00270,TIGR00279,TIGR00283,TIGR00291,TIGR00293,TIGR00307,TIGR00308,TIGR00323,TIGR00324,TIGR00335,TIGR00373,TIGR00389,TIGR00405,TIGR00408,TIGR00425,TIGR00432,TIGR00448,TIGR00458,TIGR00463,TIGR00471,TIGR00490,TIGR00491,TIGR00501,TIGR00521,TIGR00522,TIGR00549,TIGR00729,TIGR00982,TIGR01008,TIGR01012,TIGR01018,TIGR01020,TIGR01025,TIGR01028,TIGR01038,TIGR01046,TIGR01052,TIGR01077,TIGR01080,TIGR01213,TIGR01309,TIGR01952,TIGR02076,TIGR02153,TIGR02236,TIGR02338,TIGR02389,TIGR02390,TIGR02651,TIGR03626,TIGR03627,TIGR03628,TIGR03629,TIGR03636,TIGR03653,TIGR03665,TIGR03670,TIGR03671,TIGR03672,TIGR03673,TIGR03674,TIGR03677,TIGR03680,TIGR03683,TIGR03684,TIGR03722
bin.25	14	0	0	108	PF00410.20,PF00687.22,PF01000.27,PF13685.7,TIGR00042,TIGR00337,TIGR00389,TIGR00398,TIGR00468,TIGR00658,TIGR00670,TIGR00936,TIGR01046,TIGR02258			PF00368.19,PF00466.21,PF00827.18,PF00900.21,PF01015.19,PF01090.20,PF01092.20,PF01157.19,PF01191.20,PF01194.18,PF01198.20,PF01200.19,PF01269.18,PF01280.21,PF01282.20,PF01496.20,PF01655.19,PF01798.19,PF01864.18,PF01866.18,PF01868.17,PF01984.21,PF01990.18,PF02006.17,PF02978.20,PF03874.17,PF04019.13,PF04104.15,PF04919.13,PF07541.13,PF13656.7,TIGR00021,TIGR00037,TIGR00064,TIGR00111,TIGR00134,TIGR00240,TIGR00264,TIGR00270,TIGR00279,TIGR00283,TIGR00291,TIGR00293,TIGR00307,TIGR00308,TIGR00323,TIGR00324,TIGR00335,TIGR00336,TIGR00373,TIGR00392,TIGR00405,TIGR00408,TIGR00422,TIGR00425,TIGR00432,TIGR00442,TIGR00448,TIGR00456,TIGR00458,TIGR00463,TIGR00471,TIGR00490,TIGR00491,TIGR00501,TIGR00521,TIGR00522,TIGR00549,TIGR00729,TIGR00982,TIGR01008,TIGR01012,TIGR01018,TIGR01020,TIGR01025,TIGR01028,TIGR01038,TIGR01052,TIGR01060,TIGR01077,TIGR01080,TIGR01213,TIGR01309,TIGR01952,TIGR02076,TIGR02153,TIGR02236,TIGR02338,TIGR02389,TIGR02390,TIGR02651,TIGR03626,TIGR03627,TIGR03628,TIGR03629,TIGR03636,TIGR03653,TIGR03665,TIGR03670,TIGR03671,TIGR03672,TIGR03673,TIGR03674,TIGR03677,TIGR03680,TIGR03683,TIGR03684,TIGR03722
bin.250	118	2	0	2	PF00368.19,PF00410.20,PF00466.21,PF00687.22,PF00827.18,PF00900.21,PF01000.27,PF01015.19,PF01090.20,PF01092.20,PF01157.19,PF01191.20,PF01194.18,PF01198.20,PF01200.19,PF01269.18,PF01280.21,PF01282.20,PF01496.20,PF01655.19,PF01798.19,PF01864.18,PF01984.21,PF01990.18,PF02006.17,PF02978.20,PF03874.17,PF04019.13,PF04104.15,PF04919.13,PF07541.13,PF13656.7,TIGR00021,TIGR00037,TIGR00042,TIGR00064,TIGR00111,TIGR00134,TIGR00240,TIGR00264,TIGR00270,TIGR00279,TIGR00283,TIGR00291,TIGR00293,TIGR00307,TIGR00308,TIGR00323,TIGR00324,TIGR00335,TIGR00336,TIGR00337,TIGR00373,TIGR00389,TIGR00392,TIGR00398,TIGR00405,TIGR00408,TIGR00422,TIGR00425,TIGR00432,TIGR00442,TIGR00448,TIGR00456,TIGR00458,TIGR00463,TIGR00468,TIGR00471,TIGR00490,TIGR00491,TIGR00501,TIGR00521,TIGR00522,TIGR00549,TIGR00658,TIGR00670,TIGR00729,TIGR00936,TIGR00982,TIGR01008,TIGR01012,TIGR01018,TIGR01020,TIGR01025,TIGR01028,TIGR01038,TIGR01046,TIGR01052,TIGR01060,TIGR01077,TIGR01080,TIGR01213,TIGR01309,TIGR01952,TIGR02076,TIGR02153,TIGR02236,TIGR02258,TIGR02338,TIGR02389,TIGR02390,TIGR02651,TIGR03626,TIGR03627,TIGR03628,TIGR03629,TIGR03636,TIGR03653,TIGR03665,TIGR03671,TIGR03672,TIGR03673,TIGR03674,TIGR03677,TIGR03680,TIGR03683,TIGR03684,TIGR03722	PF01866.18,PF13685.7		PF01868.17,TIGR03670
bin.251	25	0	0	97	PF00368.19,PF00410.20,PF00466.21,PF00687.22,PF01000.27,PF01496.20,PF02978.20,PF13685.7,TIGR00042,TIGR00064,TIGR00336,TIGR00337,TIGR00389,TIGR00392,TIGR00398,TIGR00408,TIGR00422,TIGR00442,TIGR00456,TIGR00468,TIGR00521,TIGR00670,TIGR00936,TIGR01060,TIGR02651			PF00827.18,PF00900.21,PF01015.19,PF01090.20,PF01092.20,PF01157.19,PF01191.20,PF01194.18,PF01198.20,PF01200.19,PF01269.18,PF01280.21,PF01282.20,PF01655.19,PF01798.19,PF01864.18,PF01866.18,PF01868.17,PF01984.21,PF01990.18,PF02006.17,PF03874.17,PF04019.13,PF04104.15,PF04919.13,PF07541.13,PF13656.7,TIGR00021,TIGR00037,TIGR00111,TIGR00134,TIGR00240,TIGR00264,TIGR00270,TIGR00279,TIGR00283,TIGR00291,TIGR00293,TIGR00307,TIGR00308,TIGR00323,TIGR00324,TIGR00335,TIGR00373,TIGR00405,TIGR00425,TIGR00432,TIGR00448,TIGR00458,TIGR00463,TIGR00471,TIGR00490,TIGR00491,TIGR00501,TIGR00522,TIGR00549,TIGR00658,TIGR00729,TIGR00982,TIGR01008,TIGR01012,TIGR01018,TIGR01020,TIGR01025,TIGR01028,TIGR01038,TIGR01046,TIGR01052,TIGR01077,TIGR01080,TIGR01213,TIGR01309,TIGR01952,TIGR02076,TIGR02153,TIGR02236,TIGR02258,TIGR02338,TIGR02389,TIGR02390,TIGR03626,TIGR03627,TIGR03628,TIGR03629,TIGR03636,TIGR03653,TIGR03665,TIGR03670,TIGR03671,TIGR03672,TIGR03673,TIGR03674,TIGR03677,TIGR03680,TIGR03683,TIGR03684,TIGR03722
bin.252	29	1	0	92	PF00368.19,PF00410.20,PF00466.21,PF00687.22,PF01000.27,PF02978.20,TIGR00042,TIGR00064,TIGR00134,TIGR00240,TIGR00336,TIGR00337,TIGR00389,TIGR00392,TIGR00398,TIGR00408,TIGR00422,TIGR00442,TIGR00456,TIGR00468,TIGR00521,TIGR00658,TIGR00670,TIGR00936,TIGR00982,TIGR01060,TIGR02153,TIGR02258,TIGR02651	PF13685.7		PF00827.18,PF00900.21,PF01015.19,PF01090.20,PF01092.20,PF01157.19,PF01191.20,PF01194.18,PF01198.20,PF01200.19,PF01269.18,PF01280.21,PF01282.20,PF01496.20,PF01655.19,PF01798.19,PF01864.18,PF01866.18,PF01868.17,PF01984.21,PF01990.18,PF02006.17,PF03874.17,PF04019.13,PF04104.15,PF04919.13,PF07541.13,PF13656.7,TIGR00021,TIGR00037,TIGR00111,TIGR00264,TIGR00270,TIGR00279,TIGR00283,TIGR00291,TIGR00293,TIGR00307,TIGR00308,TIGR00323,TIGR00324,TIGR00335,TIGR00373,TIGR00405,TIGR00425,TIGR00432,TIGR00448,TIGR00458,TIGR00463,TIGR00471,TIGR00490,TIGR00491,TIGR00501,TIGR00522,TIGR00549,TIGR00729,TIGR01008,TIGR01012,TIGR01018,TIGR01020,TIGR01025,TIGR01028,TIGR01038,TIGR01046,TIGR01052,TIGR01077,TIGR01080,TIGR01213,TIGR01309,TIGR01952,TIGR02076,TIGR02236,TIGR02338,TIGR02389,TIGR02390,TIGR03626,TIGR03627,TIGR03628,TIGR03629,TIGR03636,TIGR03653,TIGR03665,TIGR03670,TIGR03671,TIGR03672,TIGR03673,TIGR03674,TIGR03677,TIGR03680,TIGR03683,TIGR03684,TIGR03722
bin.253	24	2	0	96	PF00410.20,PF00466.21,PF00687.22,PF01000.27,PF01496.20,PF01990.18,PF02978.20,PF13685.7,TIGR00042,TIGR00064,TIGR00337,TIGR00389,TIGR00392,TIGR00398,TIGR00408,TIGR00422,TIGR00442,TIGR00456,TIGR00468,TIGR00521,TIGR00670,TIGR00936,TIGR01060,TIGR02258	PF01269.18,TIGR00658		PF00368.19,PF00827.18,PF00900.21,PF01015.19,PF01090.20,PF01092.20,PF01157.19,PF01191.20,PF01194.18,PF01198.20,PF01200.19,PF01280.21,PF01282.20,PF01655.19,PF01798.19,PF01864.18,PF01866.18,PF01868.17,PF01984.21,PF02006.17,PF03874.17,PF04019.13,PF04104.15,PF04919.13,PF07541.13,PF13656.7,TIGR00021,TIGR00037,TIGR00111,TIGR00134,TIGR00240,TIGR00264,TIGR00270,TIGR00279,TIGR00283,TIGR00291,TIGR00293,TIGR00307,TIGR00308,TIGR00323,TIGR00324,TIGR00335,TIGR00336,TIGR00373,TIGR00405,TIGR00425,TIGR00432,TIGR00448,TIGR00458,TIGR00463,TIGR00471,TIGR00490,TIGR00491,TIGR00501,TIGR00522,TIGR00549,TIGR00729,TIGR00982,TIGR01008,TIGR01012,TIGR01018,TIGR01020,TIGR01025,TIGR01028,TIGR01038,TIGR01046,TIGR01052,TIGR01077,TIGR01080,TIGR01213,TIGR01309,TIGR01952,TIGR02076,TIGR02153,TIGR02236,TIGR02338,TIGR02389,TIGR02390,TIGR02651,TIGR03626,TIGR03627,TIGR03628,TIGR03629,TIGR03636,TIGR03653,TIGR03665,TIGR03670,TIGR03671,TIGR03672,TIGR03673,TIGR03674,TIGR03677,TIGR03680,TIGR03683,TIGR03684,TIGR03722
bin.254	20	1	0	101	PF00410.20,PF00466.21,PF00687.22,PF01000.27,PF02978.20,PF13685.7,TIGR00042,TIGR00064,TIGR00336,TIGR00337,TIGR00389,TIGR00392,TIGR00398,TIGR00422,TIGR00442,TIGR00456,TIGR00468,TIGR00658,TIGR00670,TIGR01060	TIGR00936		PF00368.19,PF00827.18,PF00900.21,PF01015.19,PF01090.20,PF01092.20,PF01157.19,PF01191.20,PF01194.18,PF01198.20,PF01200.19,PF01269.18,PF01280.21,PF01282.20,PF01496.20,PF01655.19,PF01798.19,PF01864.18,PF01866.18,PF01868.17,PF01984.21,PF01990.18,PF02006.17,PF03874.17,PF04019.13,PF04104.15,PF04919.13,PF07541.13,PF13656.7,TIGR00021,TIGR00037,TIGR00111,TIGR00134,TIGR00240,TIGR00264,TIGR00270,TIGR00279,TIGR00283,TIGR00291,TIGR00293,TIGR00307,TIGR00308,TIGR00323,TIGR00324,TIGR00335,TIGR00373,TIGR00405,TIGR00408,TIGR00425,TIGR00432,TIGR00448,TIGR00458,TIGR00463,TIGR00471,TIGR00490,TIGR00491,TIGR00501,TIGR00521,TIGR00522,TIGR00549,TIGR00729,TIGR00982,TIGR01008,TIGR01012,TIGR01018,TIGR01020,TIGR01025,TIGR01028,TIGR01038,TIGR01046,TIGR01052,TIGR01077,TIGR01080,TIGR01213,TIGR01309,TIGR01952,TIGR02076,TIGR02153,TIGR02236,TIGR02258,TIGR02338,TIGR02389,TIGR02390,TIGR02651,TIGR03626,TIGR03627,TIGR03628,TIGR03629,TIGR03636,TIGR03653,TIGR03665,TIGR03670,TIGR03671,TIGR03672,TIGR03673,TIGR03674,TIGR03677,TIGR03680,TIGR03683,TIGR03684,TIGR03722
bin.255	22	2	0	98	PF00410.20,PF00466.21,PF00687.22,PF01000.27,PF02978.20,TIGR00042,TIGR00064,TIGR00337,TIGR00389,TIGR00392,TIGR00398,TIGR00422,TIGR00442,TIGR00456,TIGR00468,TIGR00490,TIGR00658,TIGR00670,TIGR00936,TIGR01052,TIGR01060,TIGR02258	PF13685.7,TIGR00336		PF00368.19,PF00827.18,PF00900.21,PF01015.19,PF01090.20,PF01092.20,PF01157.19,PF01191.20,PF01194.18,PF01198.20,PF01200.19,PF01269.18,PF01280.21,PF01282.20,PF01496.20,PF01655.19,PF01798.19,PF01864.18,PF01866.18,PF01868.17,PF01984.21,PF01990.18,PF02006.17,PF03874.17,PF04019.13,PF04104.15,PF04919.13,PF07541.13,PF13656.7,TIGR00021,TIGR00037,TIGR00111,TIGR00134,TIGR00240,TIGR00264,TIGR00270,TIGR00279,TIGR00283,TIGR00291,TIGR00293,TIGR00307,TIGR00308,TIGR00323,TIGR00324,TIGR00335,TIGR00373,TIGR00405,TIGR00408,TIGR00425,TIGR00432,TIGR00448,TIGR00458,TIGR00463,TIGR00471,TIGR00491,TIGR00501,TIGR00521,TIGR00522,TIGR00549,TIGR00729,TIGR00982,TIGR01008,TIGR01012,TIGR01018,TIGR01020,TIGR01025,TIGR01028,TIGR01038,TIGR01046,TIGR01077,TIGR01080,TIGR01213,TIGR01309,TIGR01952,TIGR02076,TIGR02153,TIGR02236,TIGR02338,TIGR02389,TIGR02390,TIGR02651,TIGR03626,TIGR03627,TIGR03628,TIGR03629,TIGR03636,TIGR03653,TIGR03665,TIGR03670,TIGR03671,TIGR03672,TIGR03673,TIGR03674,TIGR03677,TIGR03680,TIGR03683,TIGR03684,TIGR03722
bin.256	26	1	0	95	PF00410.20,PF00466.21,PF00687.22,PF01000.27,PF01864.18,PF02978.20,PF13685.7,TIGR00042,TIGR00064,TIGR00336,TIGR00337,TIGR00389,TIGR00392,TIGR00398,TIGR00408,TIGR00422,TIGR00442,TIGR00456,TIGR00468,TIGR00521,TIGR00658,TIGR00670,TIGR00936,TIGR01060,TIGR02258,TIGR02651	PF00368.19		PF00827.18,PF00900.21,PF01015.19,PF01090.20,PF01092.20,PF01157.19,PF01191.20,PF01194.18,PF01198.20,PF01200.19,PF01269.18,PF01280.21,PF01282.20,PF01496.20,PF01655.19,PF01798.19,PF01866.18,PF01868.17,PF01984.21,PF01990.18,PF02006.17,PF03874.17,PF04019.13,PF04104.15,PF04919.13,PF07541.13,PF13656.7,TIGR00021,TIGR00037,TIGR00111,TIGR00134,TIGR00240,TIGR00264,TIGR00270,TIGR00279,TIGR00283,TIGR00291,TIGR00293,TIGR00307,TIGR00308,TIGR00323,TIGR00324,TIGR00335,TIGR00373,TIGR00405,TIGR00425,TIGR00432,TIGR00448,TIGR00458,TIGR00463,TIGR00471,TIGR00490,TIGR00491,TIGR00501,TIGR00522,TIGR00549,TIGR00729,TIGR00982,TIGR01008,TIGR01012,TIGR01018,TIGR01020,TIGR01025,TIGR01028,TIGR01038,TIGR01046,TIGR01052,TIGR01077,TIGR01080,TIGR01213,TIGR01309,TIGR01952,TIGR02076,TIGR02153,TIGR02236,TIGR02338,TIGR02389,TIGR02390,TIGR03626,TIGR03627,TIGR03628,TIGR03629,TIGR03636,TIGR03653,TIGR03665,TIGR03670,TIGR03671,TIGR03672,TIGR03673,TIGR03674,TIGR03677,TIGR03680,TIGR03683,TIGR03684,TIGR03722
